Cid,Year,Ethnicity,Sex,Cause of Death,Count,Percent
21404,2009,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),191,2
21405,2009,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3237,26
21406,2009,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,64,1
21407,2009,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",75,1
21408,2009,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,80,1
21409,2009,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,33,0
21410,2009,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,221,2
21411,2009,NON-HISPANIC WHITE,MALE,SEPTICEMIA,46,0
21412,2009,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,90,1
21413,2010,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,26,2
21414,2010,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,14,1
21415,2010,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),7,1
21416,2010,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,9,1
21417,2010,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,89,6
21418,2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,10,1
21419,2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,28,2
21420,2010,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7,1
21421,2010,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,51,4
21422,2010,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,394,29
21423,2010,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,33,2
21424,2010,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,74,5
21425,2010,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),17,1
21426,2010,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,416,30
21427,2010,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",15,1
21428,2010,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,7,1
21429,2010,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,5,0
21430,2010,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,55,3
21431,2010,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,9,1
21432,2010,ASIAN & PACIFIC ISLANDER,MALE,ANEMIAS,5,0
21433,2010,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,5,0
21434,2010,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9,1
21435,2010,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,6,0
21436,2010,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,7,0
21437,2010,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,83,5
21438,2010,ASIAN & PACIFIC ISLANDER,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6,0
21439,2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,18,1
21440,2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,61,3
21441,2010,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",9,1
21442,2010,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,64,4
21443,2010,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,479,27
21444,2010,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,30,2
21445,2010,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,108,6
21446,2010,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),46,3
21447,2010,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,527,30
21448,2010,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,9,1
21449,2010,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",11,1
21450,2010,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,7,0
21451,2010,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,11,1
21452,2010,ASIAN & PACIFIC ISLANDER,MALE,SHORT GESTATION/LBW,7,0
21453,2010,ASIAN & PACIFIC ISLANDER,MALE,TUBERCULOSIS,5,0
21454,2010,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,14,1
21455,2010,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,59,1
21456,2010,HISPANIC,FEMALE,ALZHEIMERS DISEASE,71,2
21457,2010,HISPANIC,FEMALE,ASSAULT (HOMICIDE),22,0
21458,2010,HISPANIC,FEMALE,ATHEROSCLEROSIS,15,0
21459,2010,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,23,1
21460,2010,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,168,4
21461,2010,HISPANIC,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,10,0
21462,2010,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,49,1
21463,2010,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156,4
21464,2010,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",42,1
21465,2010,HISPANIC,FEMALE,DIABETES MELLITUS,219,5
21466,2010,HISPANIC,FEMALE,DISEASES OF HEART,1316,30
21467,2010,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,95,2
21468,2010,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,79,2
21469,2010,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,228,5
21470,2010,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),27,1
21471,2010,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1045,24
21472,2010,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",48,1
21473,2010,HISPANIC,FEMALE,PARKINSONS DISEASE,16,0
21474,2010,HISPANIC,FEMALE,PEPTIC ULCER,9,0
21475,2010,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",11,0
21476,2010,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,50,1
21477,2010,HISPANIC,FEMALE,SEPTICEMIA,33,1
21478,2010,HISPANIC,FEMALE,SHORT GESTATION/LBW,19,0
21479,2010,HISPANIC,FEMALE,VIRAL HEPATITIS,40,1
21480,2010,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,132,3
21481,2010,HISPANIC,MALE,ALZHEIMERS DISEASE,31,1
21482,2010,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,28,1
21483,2010,HISPANIC,MALE,ASSAULT (HOMICIDE),120,2
21484,2010,HISPANIC,MALE,ATHEROSCLEROSIS,13,0
21485,2010,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,18,0
21486,2010,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,14,0
21487,2010,HISPANIC,MALE,CEREBROVASCULAR DISEASE,140,3
21488,2010,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,150,3
21489,2010,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,149,3
21490,2010,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",38,1
21491,2010,HISPANIC,MALE,DIABETES MELLITUS,187,4
21492,2010,HISPANIC,MALE,DISEASES OF HEART,1355,28
21493,2010,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,75,2
21494,2010,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,189,4
21495,2010,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,235,5
21496,2010,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),75,2
21497,2010,HISPANIC,MALE,MALIGNANT NEOPLASMS,1057,22
21498,2010,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,46,1
21499,2010,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",44,1
21500,2010,HISPANIC,MALE,PARKINSONS DISEASE,18,0
21501,2010,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,138,3
21502,2010,HISPANIC,MALE,SEPTICEMIA,31,1
21503,2010,HISPANIC,MALE,SHORT GESTATION/LBW,21,0
21504,2010,HISPANIC,MALE,VIRAL HEPATITIS,88,2
21505,2010,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,58,1
21506,2010,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,88,1
21507,2010,NON-HISPANIC BLACK,FEMALE,ANEMIAS,19,0
21508,2010,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,16,0
21509,2010,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),47,1
21510,2010,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,23,0
21511,2010,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,26,0
21512,2010,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,259,4
21513,2010,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,43,1
21514,2010,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,206,3
21515,2010,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33,0
21516,2010,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,384,5
21517,2010,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2282,32
21518,2010,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,252,4
21519,2010,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,152,2
21520,2010,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,275,4
21521,2010,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),19,0
21522,2010,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1768,25
21523,2010,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",86,1
21524,2010,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER,15,0
21525,2010,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",18,0
21526,2010,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,63,1
21527,2010,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,55,1
21528,2010,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,29,0
21529,2010,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,33,0
21530,2010,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,147,2
21531,2010,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,20,0
21532,2010,NON-HISPANIC BLACK,MALE,ANEMIAS,20,0
21533,2010,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,25,0
21534,2010,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),301,5
21535,2010,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,20,0
21536,2010,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,19,0
21537,2010,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,15,0
21538,2010,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,171,3
21539,2010,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,68,1
21540,2010,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,202,3
21541,2010,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",34,1
21542,2010,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,279,4
21543,2010,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2015,31
21544,2010,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,178,3
21545,2010,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,297,5
21546,2010,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,201,3
21547,2010,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),64,1
21548,2010,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1540,23
21549,2010,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,50,1
21550,2010,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",70,1
21551,2010,NON-HISPANIC BLACK,MALE,PEPTIC ULCER,13,0
21552,2010,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,111,2
21553,2010,NON-HISPANIC BLACK,MALE,SEPTICEMIA,36,1
21554,2010,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,35,1
21555,2010,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,49,1
21556,2010,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,164,1
21557,2010,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,247,2
21558,2010,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,22,0
21559,2010,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,74,1
21560,2010,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,69,1
21561,2010,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,382,3
21562,2010,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,19,0
21563,2010,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,67,0
21564,2010,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,502,4
21565,2010,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",32,0
21566,2010,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,258,2
21567,2010,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5351,40
21568,2010,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,219,2
21569,2010,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,24,0
21570,2010,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,707,5
21571,2010,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),61,0
21572,2010,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3438,25
21573,2010,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,16,0
21574,2010,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",90,1
21575,2010,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,55,0
21576,2010,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,22,0
21577,2010,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,75,1
21578,2010,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,107,1
21579,2010,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,14,0
21580,2010,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,32,0
21581,2010,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,272,2
21582,2010,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,94,1
21583,2010,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,49,0
21584,2010,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),25,0
21585,2010,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,46,0
21586,2010,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,91,1
21587,2010,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,276,2
21588,2010,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,110,1
21589,2010,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,388,3
21590,2010,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33,0
21591,2010,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,245,2
21592,2010,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4495,37
21593,2010,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,153,1
21594,2010,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,76,1
21595,2010,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,614,5
21596,2010,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),182,1
21597,2010,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3408,28
21598,2010,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,57,0
21599,2010,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",119,1
21600,2010,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,79,1
21601,2010,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,19,0
21602,2010,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,211,2
21603,2010,NON-HISPANIC WHITE,MALE,SEPTICEMIA,74,1
21604,2010,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW,14,0
21605,2010,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,82,1
21606,2011,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,44,3
21607,2011,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,24,2
21608,2011,ASIAN & PACIFIC ISLANDER,FEMALE,ANEMIAS,5,0
21609,2011,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),6,0
21610,2011,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,11,1
21611,2011,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,98,6
21612,2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6,0
21613,2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,10,1
21614,2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,30,2
21615,2011,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7,0
21616,2011,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,51,3
21617,2011,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,402,26
21618,2011,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,46,3
21619,2011,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,84,6
21620,2011,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),23,2
21621,2011,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,454,30
21622,2011,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",18,1
21623,2011,ASIAN & PACIFIC ISLANDER,FEMALE,PARKINSONS DISEASE,5,0
21624,2011,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,11,1
21625,2011,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,6,0
21626,2011,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,61,3
21627,2011,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,18,1
21628,2011,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,6,0
21629,2011,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9,0
21630,2011,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,6,0
21631,2011,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,11,1
21632,2011,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,79,4
21633,2011,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,15,1
21634,2011,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,73,4
21635,2011,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",13,1
21636,2011,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,60,3
21637,2011,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,452,25
21638,2011,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,37,2
21639,2011,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,94,5
21640,2011,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),50,3
21641,2011,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,550,30
21642,2011,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,11,1
21643,2011,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",17,1
21644,2011,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,11,1
21645,2011,ASIAN & PACIFIC ISLANDER,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,5,0
21646,2011,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,15,1
21647,2011,ASIAN & PACIFIC ISLANDER,MALE,SHORT GESTATION/LBW,5,0
21648,2011,ASIAN & PACIFIC ISLANDER,MALE,TUBERCULOSIS,10,1
21649,2011,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,16,1
21650,2011,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,52,1
21651,2011,HISPANIC,FEMALE,ALZHEIMERS DISEASE,90,2
21652,2011,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,12,0
21653,2011,HISPANIC,FEMALE,ASSAULT (HOMICIDE),20,0
21654,2011,HISPANIC,FEMALE,ATHEROSCLEROSIS,15,0
21655,2011,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,17,0
21656,2011,HISPANIC,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,8,0
21657,2011,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,179,4
21658,2011,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,39,1
21659,2011,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156,3
21660,2011,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",21,0
21661,2011,HISPANIC,FEMALE,DIABETES MELLITUS,196,4
21662,2011,HISPANIC,FEMALE,DISEASES OF HEART,1348,30
21663,2011,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,83,2
21664,2011,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,70,2
21665,2011,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,218,5
21666,2011,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),21,0
21667,2011,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1085,24
21668,2011,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",42,1
21669,2011,HISPANIC,FEMALE,PARKINSONS DISEASE,16,0
21670,2011,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",12,0
21671,2011,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,56,1
21672,2011,HISPANIC,FEMALE,SEPTICEMIA,42,1
21673,2011,HISPANIC,FEMALE,SHORT GESTATION/LBW,16,0
21674,2011,HISPANIC,FEMALE,VIRAL HEPATITIS,39,1
21675,2011,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,180,4
21676,2011,HISPANIC,MALE,ALZHEIMERS DISEASE,38,1
21677,2011,HISPANIC,MALE,ANEMIAS,10,0
21678,2011,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,20,0
21679,2011,HISPANIC,MALE,ASSAULT (HOMICIDE),115,2
21680,2011,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,18,0
21681,2011,HISPANIC,MALE,CEREBROVASCULAR DISEASE,147,3
21682,2011,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,167,3
21683,2011,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,124,3
21684,2011,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",37,1
21685,2011,HISPANIC,MALE,DIABETES MELLITUS,200,4
21686,2011,HISPANIC,MALE,DISEASES OF HEART,1201,25
21687,2011,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,69,1
21688,2011,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,162,3
21689,2011,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,209,4
21690,2011,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),93,2
21691,2011,HISPANIC,MALE,MALIGNANT NEOPLASMS,1144,23
